path,participant_id,sequence_id,sign
train_landmark_files/49445/3366528754.parquet,49445,3366528754,owie
train_landmark_files/37055/3366534940.parquet,37055,3366534940,wolf
train_landmark_files/49445/3366547526.parquet,49445,3366547526,stuck
train_landmark_files/16069/3366552550.parquet,16069,3366552550,thirsty
train_landmark_files/55372/336656660.parquet,55372,336656660,on
train_landmark_files/34503/3366607667.parquet,34503,3366607667,helicopter
train_landmark_files/32319/3366642127.parquet,32319,3366642127,thankyou
train_landmark_files/49445/3366663461.parquet,49445,3366663461,wolf
train_landmark_files/4718/3366698429.parquet,4718,3366698429,duck
train_landmark_files/25571/3366775774.parquet,25571,3366775774,nose
train_landmark_files/32319/3366811651.parquet,32319,3366811651,fireman
train_landmark_files/16069/3366845918.parquet,16069,3366845918,shoe
train_landmark_files/29302/3366906271.parquet,29302,3366906271,grass
train_landmark_files/62590/3366958811.parquet,62590,3366958811,sleep
train_landmark_files/61333/3367066559.parquet,61333,3367066559,smile
train_landmark_files/26734/3367100135.parquet,26734,3367100135,dog
train_landmark_files/2044/3367176554.parquet,2044,3367176554,table
train_landmark_files/22343/3367251500.parquet,22343,3367251500,any
train_landmark_files/22343/3367271717.parquet,22343,3367271717,shirt
train_landmark_files/27610/3367283820.parquet,27610,3367283820,bee
train_landmark_files/27610/3367284219.parquet,27610,3367284219,like
train_landmark_files/37055/3367379744.parquet,37055,3367379744,orange
train_landmark_files/16069/3367468630.parquet,16069,3367468630,fast
train_landmark_files/16069/336747547.parquet,16069,336747547,pretty
train_landmark_files/53618/3367486484.parquet,53618,3367486484,white
train_landmark_files/4718/3367486594.parquet,4718,3367486594,sleep
train_landmark_files/22343/3367490241.parquet,22343,3367490241,owl
train_landmark_files/28656/3367614641.parquet,28656,3367614641,talk
train_landmark_files/26734/3367621703.parquet,26734,3367621703,boy
train_landmark_files/61333/3367680927.parquet,61333,3367680927,tiger
train_landmark_files/61333/3367730235.parquet,61333,3367730235,red
train_landmark_files/53618/3367733402.parquet,53618,3367733402,car
train_landmark_files/30680/3367745742.parquet,30680,3367745742,pretty
train_landmark_files/53618/3367751821.parquet,53618,3367751821,shirt
train_landmark_files/27610/3367758617.parquet,27610,3367758617,hot
train_landmark_files/27610/3367763344.parquet,27610,3367763344,who
train_landmark_files/53618/3367795037.parquet,53618,3367795037,flag
train_landmark_files/37779/3367800507.parquet,37779,3367800507,shower
train_landmark_files/34503/3367816740.parquet,34503,3367816740,sick
train_landmark_files/16069/3367820512.parquet,16069,3367820512,find
train_landmark_files/37055/3367823885.parquet,37055,3367823885,fish
train_landmark_files/16069/3367841802.parquet,16069,3367841802,police
train_landmark_files/16069/3367844500.parquet,16069,3367844500,red
train_landmark_files/25571/3367884274.parquet,25571,3367884274,before
train_landmark_files/37055/3367958184.parquet,37055,3367958184,yucky
train_landmark_files/26734/3367983213.parquet,26734,3367983213,shower
train_landmark_files/36257/3368038530.parquet,36257,3368038530,owie
train_landmark_files/29302/3368071367.parquet,29302,3368071367,now
train_landmark_files/37055/336810079.parquet,37055,336810079,loud
train_landmark_files/30680/3368118992.parquet,30680,3368118992,hot
train_landmark_files/55372/3368124234.parquet,55372,3368124234,grass
train_landmark_files/26734/3368256295.parquet,26734,3368256295,mad
train_landmark_files/29302/3368270466.parquet,29302,3368270466,animal
train_landmark_files/18796/3368312781.parquet,18796,3368312781,carrot
train_landmark_files/28656/3368318247.parquet,28656,3368318247,glasswindow
train_landmark_files/2044/3368325312.parquet,2044,3368325312,stuck
train_landmark_files/30680/3368348336.parquet,30680,3368348336,finger
train_landmark_files/62590/33685032.parquet,62590,33685032,green
train_landmark_files/30680/3368573164.parquet,30680,3368573164,why
train_landmark_files/27610/3368665300.parquet,27610,3368665300,make
train_landmark_files/37779/3368695028.parquet,37779,3368695028,orange
train_landmark_files/37779/3368716418.parquet,37779,3368716418,close
train_landmark_files/53618/336876733.parquet,53618,336876733,noisy
train_landmark_files/22343/3368788383.parquet,22343,3368788383,where
train_landmark_files/37055/3368824001.parquet,37055,3368824001,empty
train_landmark_files/26734/3368854538.parquet,26734,3368854538,cereal
train_landmark_files/62590/3368920811.parquet,62590,3368920811,cloud
train_landmark_files/53618/3368926539.parquet,53618,3368926539,uncle
train_landmark_files/18796/3369008218.parquet,18796,3369008218,gift
train_landmark_files/29302/3369055453.parquet,29302,3369055453,hello
train_landmark_files/30680/3369077280.parquet,30680,3369077280,wait
train_landmark_files/29302/3369081957.parquet,29302,3369081957,ear
train_landmark_files/16069/3369117992.parquet,16069,3369117992,night
train_landmark_files/16069/3369121930.parquet,16069,3369121930,pretty
train_landmark_files/26734/3369129063.parquet,26734,3369129063,listen
train_landmark_files/22343/3369132514.parquet,22343,3369132514,orange
train_landmark_files/32319/3369134960.parquet,32319,3369134960,hide
train_landmark_files/2044/3369216152.parquet,2044,3369216152,horse
train_landmark_files/49445/3369326606.parquet,49445,3369326606,vacuum
train_landmark_files/4718/3369353009.parquet,4718,3369353009,frenchfries
train_landmark_files/32319/3369380662.parquet,32319,3369380662,backyard
train_landmark_files/55372/3369484021.parquet,55372,3369484021,yes
train_landmark_files/53618/3369511273.parquet,53618,3369511273,on
train_landmark_files/18796/3369513794.parquet,18796,3369513794,pencil
train_landmark_files/18796/3369535496.parquet,18796,3369535496,vacuum
train_landmark_files/37055/3369586263.parquet,37055,3369586263,say
train_landmark_files/29302/3369620807.parquet,29302,3369620807,owie
train_landmark_files/37055/3369667763.parquet,37055,3369667763,food
train_landmark_files/2044/3369684129.parquet,2044,3369684129,kitty
train_landmark_files/62590/3369726137.parquet,62590,3369726137,where
train_landmark_files/27610/3369798846.parquet,27610,3369798846,pajamas
train_landmark_files/36257/3369821379.parquet,36257,3369821379,stairs
train_landmark_files/61333/3369821764.parquet,61333,3369821764,man
train_landmark_files/62590/3369823916.parquet,62590,3369823916,animal
train_landmark_files/61333/3369878596.parquet,61333,3369878596,frog
train_landmark_files/26734/3369883167.parquet,26734,3369883167,face
train_landmark_files/27610/3369890919.parquet,27610,3369890919,puppy
train_landmark_files/34503/3370103750.parquet,34503,3370103750,elephant
train_landmark_files/25571/337015416.parquet,25571,337015416,ride
train_landmark_files/55372/337015458.parquet,55372,337015458,pretty
train_landmark_files/32319/3370167821.parquet,32319,3370167821,water
train_landmark_files/29302/3370179264.parquet,29302,3370179264,because
train_landmark_files/28656/3370219343.parquet,28656,3370219343,pig
train_landmark_files/16069/3370268015.parquet,16069,3370268015,shower
train_landmark_files/27610/337028510.parquet,27610,337028510,head
train_landmark_files/34503/3370291280.parquet,34503,3370291280,hear
train_landmark_files/30680/3370303964.parquet,30680,3370303964,head
train_landmark_files/22343/3370353602.parquet,22343,3370353602,noisy
train_landmark_files/37055/3370398550.parquet,37055,3370398550,pizza
train_landmark_files/62590/3370553879.parquet,62590,3370553879,yucky
train_landmark_files/22343/3370619721.parquet,22343,3370619721,dirty
train_landmark_files/55372/3370630229.parquet,55372,3370630229,mouth
train_landmark_files/49445/3370639678.parquet,49445,3370639678,snack
train_landmark_files/34503/3370728507.parquet,34503,3370728507,later
train_landmark_files/22343/3370819548.parquet,22343,3370819548,shower
train_landmark_files/32319/3370837816.parquet,32319,3370837816,pretty
train_landmark_files/2044/3370850709.parquet,2044,3370850709,cat
train_landmark_files/4718/3370898879.parquet,4718,3370898879,cry
train_landmark_files/49445/3371022097.parquet,49445,3371022097,hear
train_landmark_files/34503/3371087301.parquet,34503,3371087301,beside
train_landmark_files/32319/337113867.parquet,32319,337113867,find
train_landmark_files/34503/3371140293.parquet,34503,3371140293,sticky
train_landmark_files/28656/3371161371.parquet,28656,3371161371,up
train_landmark_files/27610/3371163008.parquet,27610,3371163008,hate
train_landmark_files/22343/3371179776.parquet,22343,3371179776,drop
train_landmark_files/25571/337118854.parquet,25571,337118854,bye
train_landmark_files/32319/33712046.parquet,32319,33712046,gift
train_landmark_files/27610/3371208617.parquet,27610,3371208617,yellow
train_landmark_files/4718/3371257425.parquet,4718,3371257425,radio
train_landmark_files/22343/33712651.parquet,22343,33712651,first
train_landmark_files/16069/3371334178.parquet,16069,3371334178,orange
train_landmark_files/53618/3371350251.parquet,53618,3371350251,sad
train_landmark_files/28656/337147726.parquet,28656,337147726,hen
train_landmark_files/61333/3371481351.parquet,61333,3371481351,please
train_landmark_files/2044/337152566.parquet,2044,337152566,cloud
train_landmark_files/25571/3371544266.parquet,25571,3371544266,hide
train_landmark_files/53618/3371563877.parquet,53618,3371563877,snack
train_landmark_files/32319/3371573653.parquet,32319,3371573653,read
train_landmark_files/62590/3371578461.parquet,62590,3371578461,wake
train_landmark_files/18796/3371591508.parquet,18796,3371591508,sleepy
train_landmark_files/25571/3371613313.parquet,25571,3371613313,dirty
train_landmark_files/34503/3371619109.parquet,34503,3371619109,bath
train_landmark_files/55372/3371628763.parquet,55372,3371628763,loud
train_landmark_files/27610/3371660398.parquet,27610,3371660398,cute
train_landmark_files/27610/3371708882.parquet,27610,3371708882,make
train_landmark_files/62590/3371743860.parquet,62590,3371743860,grandma
train_landmark_files/22343/3371830894.parquet,22343,3371830894,pajamas
train_landmark_files/26734/3371860944.parquet,26734,3371860944,give
train_landmark_files/25571/3371918740.parquet,25571,3371918740,talk
train_landmark_files/49445/3372009441.parquet,49445,3372009441,thirsty
train_landmark_files/30680/3372030621.parquet,30680,3372030621,bed
train_landmark_files/34503/337205391.parquet,34503,337205391,morning
train_landmark_files/62590/3372059622.parquet,62590,3372059622,chocolate
train_landmark_files/34503/3372113741.parquet,34503,3372113741,ride
train_landmark_files/28656/3372204206.parquet,28656,3372204206,room
train_landmark_files/62590/3372226660.parquet,62590,3372226660,milk
train_landmark_files/2044/3372272352.parquet,2044,3372272352,snow
train_landmark_files/18796/3372279283.parquet,18796,3372279283,yes
train_landmark_files/34503/3372301759.parquet,34503,3372301759,garbage
train_landmark_files/34503/3372302365.parquet,34503,3372302365,wait
train_landmark_files/18796/3372379399.parquet,18796,3372379399,tongue
train_landmark_files/25571/3372472453.parquet,25571,3372472453,loud
train_landmark_files/53618/3372542479.parquet,53618,3372542479,hen
train_landmark_files/28656/3372549628.parquet,28656,3372549628,puzzle
train_landmark_files/55372/337259177.parquet,55372,337259177,because
train_landmark_files/25571/3372592330.parquet,25571,3372592330,cheek
train_landmark_files/4718/3372627099.parquet,4718,3372627099,cereal
train_landmark_files/4718/3372690730.parquet,4718,3372690730,napkin
train_landmark_files/55372/3372692161.parquet,55372,3372692161,puzzle
train_landmark_files/30680/3372736116.parquet,30680,3372736116,happy
train_landmark_files/25571/33727373.parquet,25571,33727373,talk
train_landmark_files/22343/3372779545.parquet,22343,3372779545,hot
train_landmark_files/22343/3372867112.parquet,22343,3372867112,clown
train_landmark_files/2044/3372893915.parquet,2044,3372893915,stay
train_landmark_files/49445/3372926960.parquet,49445,3372926960,doll
train_landmark_files/4718/337298514.parquet,4718,337298514,stuck
train_landmark_files/2044/3372988157.parquet,2044,3372988157,who
train_landmark_files/28656/3373040212.parquet,28656,3373040212,home
train_landmark_files/55372/3373068123.parquet,55372,3373068123,many
train_landmark_files/49445/3373074019.parquet,49445,3373074019,hair
train_landmark_files/32319/3373075992.parquet,32319,3373075992,give
train_landmark_files/18796/3373130293.parquet,18796,3373130293,garbage
train_landmark_files/26734/3373157801.parquet,26734,3373157801,aunt
train_landmark_files/25571/3373169467.parquet,25571,3373169467,face
train_landmark_files/55372/3373252791.parquet,55372,3373252791,fireman
train_landmark_files/32319/3373345686.parquet,32319,3373345686,flower
train_landmark_files/32319/3373368005.parquet,32319,3373368005,yourself
train_landmark_files/37779/3373456322.parquet,37779,3373456322,eye
train_landmark_files/55372/3373513994.parquet,55372,3373513994,dry
train_landmark_files/62590/3373554382.parquet,62590,3373554382,up
train_landmark_files/53618/3373564588.parquet,53618,3373564588,wake
train_landmark_files/22343/3373637238.parquet,22343,3373637238,on
train_landmark_files/53618/3373707485.parquet,53618,3373707485,dry
train_landmark_files/16069/3373749783.parquet,16069,3373749783,boy
train_landmark_files/36257/3373751049.parquet,36257,3373751049,pig
train_landmark_files/28656/3373757597.parquet,28656,3373757597,gum
train_landmark_files/62590/3373808023.parquet,62590,3373808023,yucky
train_landmark_files/30680/3373817327.parquet,30680,3373817327,have
train_landmark_files/28656/3373830389.parquet,28656,3373830389,doll
train_landmark_files/26734/3373837187.parquet,26734,3373837187,thankyou
train_landmark_files/25571/3373837874.parquet,25571,3373837874,glasswindow
train_landmark_files/26734/3373977868.parquet,26734,3373977868,many
train_landmark_files/53618/3373992871.parquet,53618,3373992871,chin
train_landmark_files/28656/337402218.parquet,28656,337402218,zebra
train_landmark_files/37779/3374080581.parquet,37779,3374080581,hat
train_landmark_files/32319/3374151141.parquet,32319,3374151141,can
train_landmark_files/34503/3374171017.parquet,34503,3374171017,store
train_landmark_files/36257/3374190577.parquet,36257,3374190577,make
train_landmark_files/49445/337419647.parquet,49445,337419647,penny
train_landmark_files/34503/3374217722.parquet,34503,3374217722,donkey
train_landmark_files/25571/3374224531.parquet,25571,3374224531,yourself
train_landmark_files/4718/3374305498.parquet,4718,3374305498,blue
train_landmark_files/37779/3374319309.parquet,37779,3374319309,car
train_landmark_files/22343/3374424728.parquet,22343,3374424728,give
train_landmark_files/25571/3374430762.parquet,25571,3374430762,because
train_landmark_files/26734/3374486184.parquet,26734,3374486184,chair
train_landmark_files/16069/3374500598.parquet,16069,3374500598,think
train_landmark_files/32319/3374515160.parquet,32319,3374515160,tree
train_landmark_files/26734/3374544282.parquet,26734,3374544282,morning
train_landmark_files/2044/3374768546.parquet,2044,3374768546,jump
train_landmark_files/61333/3374828063.parquet,61333,3374828063,white
train_landmark_files/32319/3374838364.parquet,32319,3374838364,gift
train_landmark_files/34503/3374928047.parquet,34503,3374928047,smile
train_landmark_files/2044/3374928208.parquet,2044,3374928208,airplane
train_landmark_files/18796/3374948975.parquet,18796,3374948975,police
train_landmark_files/22343/3374989612.parquet,22343,3374989612,wolf
train_landmark_files/16069/3375048567.parquet,16069,3375048567,gum
train_landmark_files/30680/3375051540.parquet,30680,3375051540,animal
train_landmark_files/18796/3375062427.parquet,18796,3375062427,home
train_landmark_files/27610/3375082030.parquet,27610,3375082030,pool
train_landmark_files/55372/3375100487.parquet,55372,3375100487,hair
train_landmark_files/27610/3375145572.parquet,27610,3375145572,ear
train_landmark_files/28656/3375145787.parquet,28656,3375145787,grandma
train_landmark_files/55372/3375170933.parquet,55372,3375170933,brother
train_landmark_files/32319/3375307018.parquet,32319,3375307018,shower
train_landmark_files/37055/337530871.parquet,37055,337530871,wet
train_landmark_files/29302/3375377107.parquet,29302,3375377107,better
train_landmark_files/34503/3375388679.parquet,34503,3375388679,yourself
train_landmark_files/26734/337544654.parquet,26734,337544654,scissors
train_landmark_files/26734/3375478189.parquet,26734,3375478189,ear
train_landmark_files/16069/3375540126.parquet,16069,3375540126,white
train_landmark_files/32319/337559783.parquet,32319,337559783,snack
train_landmark_files/37779/33756106.parquet,37779,33756106,stairs
train_landmark_files/30680/3375632742.parquet,30680,3375632742,ear
train_landmark_files/36257/337573062.parquet,36257,337573062,green
train_landmark_files/55372/3375746250.parquet,55372,3375746250,TV
train_landmark_files/62590/3375784972.parquet,62590,3375784972,please
train_landmark_files/34503/3375793186.parquet,34503,3375793186,mouse
train_landmark_files/34503/3375799837.parquet,34503,3375799837,into
train_landmark_files/61333/3375822927.parquet,61333,3375822927,fall
train_landmark_files/22343/337588613.parquet,22343,337588613,jump
train_landmark_files/16069/3375961937.parquet,16069,3375961937,hungry
train_landmark_files/55372/3376077043.parquet,55372,3376077043,bath
train_landmark_files/32319/3376090155.parquet,32319,3376090155,dog
train_landmark_files/28656/3376093670.parquet,28656,3376093670,pig
train_landmark_files/30680/3376157451.parquet,30680,3376157451,open
train_landmark_files/16069/337618624.parquet,16069,337618624,penny
train_landmark_files/32319/33762014.parquet,32319,33762014,girl
train_landmark_files/27610/3376226882.parquet,27610,3376226882,pen
train_landmark_files/34503/3376230404.parquet,34503,3376230404,chin
train_landmark_files/37779/337626520.parquet,37779,337626520,closet
train_landmark_files/29302/3376303720.parquet,29302,3376303720,doll
train_landmark_files/22343/3376322307.parquet,22343,3376322307,cut
train_landmark_files/27610/3376362838.parquet,27610,3376362838,black
train_landmark_files/25571/337636364.parquet,25571,337636364,for
train_landmark_files/27610/3376377992.parquet,27610,3376377992,red
train_landmark_files/25571/3376382356.parquet,25571,3376382356,lips
train_landmark_files/34503/3376454057.parquet,34503,3376454057,potty
train_landmark_files/27610/3376476697.parquet,27610,3376476697,grandpa
train_landmark_files/29302/3376487041.parquet,29302,3376487041,sun
train_landmark_files/37055/3376515679.parquet,37055,3376515679,that
train_landmark_files/53618/3376539060.parquet,53618,3376539060,lamp
train_landmark_files/25571/3376598382.parquet,25571,3376598382,pig
train_landmark_files/4718/3376626896.parquet,4718,3376626896,refrigerator
train_landmark_files/27610/337662887.parquet,27610,337662887,apple
train_landmark_files/27610/3376633030.parquet,27610,3376633030,chocolate
train_landmark_files/36257/3376663492.parquet,36257,3376663492,sick
train_landmark_files/37055/337667046.parquet,37055,337667046,penny
train_landmark_files/16069/3376675699.parquet,16069,3376675699,read
train_landmark_files/49445/3376679747.parquet,49445,3376679747,grandma
train_landmark_files/2044/3376791778.parquet,2044,3376791778,thirsty
train_landmark_files/28656/3376798185.parquet,28656,3376798185,wet
train_landmark_files/37055/337681860.parquet,37055,337681860,before
train_landmark_files/25571/3376880881.parquet,25571,3376880881,that
train_landmark_files/22343/3376899350.parquet,22343,3376899350,jump
train_landmark_files/61333/3376910242.parquet,61333,3376910242,chin
train_landmark_files/2044/3376917900.parquet,2044,3376917900,dad
train_landmark_files/61333/3376973460.parquet,61333,3376973460,first
train_landmark_files/27610/3377029602.parquet,27610,3377029602,shower
train_landmark_files/18796/3377055586.parquet,18796,3377055586,cute
train_landmark_files/53618/3377063512.parquet,53618,3377063512,boy
train_landmark_files/34503/3377065221.parquet,34503,3377065221,snow
train_landmark_files/26734/3377102332.parquet,26734,3377102332,who
train_landmark_files/34503/3377105576.parquet,34503,3377105576,jacket
train_landmark_files/2044/337714253.parquet,2044,337714253,now
train_landmark_files/16069/3377158251.parquet,16069,3377158251,clean
train_landmark_files/18796/3377206296.parquet,18796,3377206296,minemy
train_landmark_files/36257/3377289070.parquet,36257,3377289070,thirsty
train_landmark_files/37779/3377298515.parquet,37779,3377298515,ear
train_landmark_files/28656/3377368670.parquet,28656,3377368670,feet
train_landmark_files/25571/3377385354.parquet,25571,3377385354,cow
train_landmark_files/32319/3377405446.parquet,32319,3377405446,drop
train_landmark_files/55372/3377422760.parquet,55372,3377422760,chocolate
train_landmark_files/26734/3377452858.parquet,26734,3377452858,stay
train_landmark_files/4718/3377466918.parquet,4718,3377466918,dryer
train_landmark_files/25571/3377497704.parquet,25571,3377497704,room
train_landmark_files/62590/3377548125.parquet,62590,3377548125,wait
train_landmark_files/4718/3377600587.parquet,4718,3377600587,pencil
train_landmark_files/36257/3377622475.parquet,36257,3377622475,airplane
train_landmark_files/32319/3377652982.parquet,32319,3377652982,aunt
train_landmark_files/30680/3377889366.parquet,30680,3377889366,pencil
train_landmark_files/29302/3378011634.parquet,29302,3378011634,pig
train_landmark_files/2044/3378068398.parquet,2044,3378068398,moon
train_landmark_files/53618/3378096498.parquet,53618,3378096498,all
train_landmark_files/37055/3378124402.parquet,37055,3378124402,open
train_landmark_files/55372/3378151305.parquet,55372,3378151305,frenchfries
train_landmark_files/22343/3378159320.parquet,22343,3378159320,bird
train_landmark_files/55372/3378192106.parquet,55372,3378192106,bird
train_landmark_files/30680/337824826.parquet,30680,337824826,listen
train_landmark_files/37779/3378262461.parquet,37779,3378262461,callonphone
train_landmark_files/26734/3378281617.parquet,26734,3378281617,alligator
train_landmark_files/16069/3378306304.parquet,16069,3378306304,look
train_landmark_files/4718/3378337434.parquet,4718,3378337434,pen
train_landmark_files/18796/3378342194.parquet,18796,3378342194,nap
train_landmark_files/30680/3378347649.parquet,30680,3378347649,farm
train_landmark_files/49445/3378413287.parquet,49445,3378413287,sticky
train_landmark_files/4718/3378415922.parquet,4718,3378415922,please
train_landmark_files/37779/3378453555.parquet,37779,3378453555,hat
train_landmark_files/36257/3378527779.parquet,36257,3378527779,drop
train_landmark_files/62590/3378574257.parquet,62590,3378574257,look
train_landmark_files/25571/3378585280.parquet,25571,3378585280,green
train_landmark_files/2044/3378586878.parquet,2044,3378586878,pen
train_landmark_files/49445/3378597972.parquet,49445,3378597972,pretty
train_landmark_files/49445/3378634484.parquet,49445,3378634484,stuck
train_landmark_files/30680/3378704880.parquet,30680,3378704880,outside
train_landmark_files/49445/3378716172.parquet,49445,3378716172,look
train_landmark_files/55372/3378809264.parquet,55372,3378809264,see
train_landmark_files/36257/3378885965.parquet,36257,3378885965,room
train_landmark_files/22343/3379087191.parquet,22343,3379087191,elephant
train_landmark_files/4718/337913204.parquet,4718,337913204,if
train_landmark_files/37055/3379134558.parquet,37055,3379134558,flag
train_landmark_files/28656/3379154821.parquet,28656,3379154821,nuts
train_landmark_files/55372/3379208693.parquet,55372,3379208693,finish
train_landmark_files/25571/3379215948.parquet,25571,3379215948,flag
train_landmark_files/36257/3379236018.parquet,36257,3379236018,ear
train_landmark_files/37779/3379293902.parquet,37779,3379293902,boy
train_landmark_files/18796/3379315991.parquet,18796,3379315991,elephant
train_landmark_files/25571/3379322387.parquet,25571,3379322387,because
train_landmark_files/34503/3379332435.parquet,34503,3379332435,kitty
train_landmark_files/22343/3379350661.parquet,22343,3379350661,smile
train_landmark_files/29302/3379401034.parquet,29302,3379401034,see
train_landmark_files/18796/3379468036.parquet,18796,3379468036,puppy
train_landmark_files/37055/3379470389.parquet,37055,3379470389,sticky
train_landmark_files/32319/3379484457.parquet,32319,3379484457,man
train_landmark_files/25571/337951835.parquet,25571,337951835,another
train_landmark_files/26734/3379524264.parquet,26734,3379524264,bed
train_landmark_files/34503/3379617295.parquet,34503,3379617295,there
train_landmark_files/55372/3379642943.parquet,55372,3379642943,lion
train_landmark_files/55372/3379656185.parquet,55372,3379656185,tooth
train_landmark_files/25571/3379684158.parquet,25571,3379684158,red
train_landmark_files/30680/3379766911.parquet,30680,3379766911,tongue
train_landmark_files/32319/3379866141.parquet,32319,3379866141,pencil
train_landmark_files/55372/3379875701.parquet,55372,3379875701,drop
train_landmark_files/16069/3380002.parquet,16069,3380002,arm
train_landmark_files/18796/3380282271.parquet,18796,3380282271,bird
train_landmark_files/16069/3380314903.parquet,16069,3380314903,another
train_landmark_files/25571/3380385505.parquet,25571,3380385505,man
train_landmark_files/36257/338040793.parquet,36257,338040793,into
train_landmark_files/4718/3380454422.parquet,4718,3380454422,mom
train_landmark_files/61333/3380482059.parquet,61333,3380482059,tomorrow
train_landmark_files/37779/3380491177.parquet,37779,3380491177,clown
train_landmark_files/53618/3380507293.parquet,53618,3380507293,tiger
train_landmark_files/37779/3380541367.parquet,37779,3380541367,penny
train_landmark_files/22343/3380541601.parquet,22343,3380541601,look
train_landmark_files/32319/3380556397.parquet,32319,3380556397,dance
train_landmark_files/37779/3380593852.parquet,37779,3380593852,mom
train_landmark_files/62590/3380656238.parquet,62590,3380656238,dirty
train_landmark_files/4718/3380697723.parquet,4718,3380697723,look
train_landmark_files/28656/3380810026.parquet,28656,3380810026,dry
train_landmark_files/4718/3380869090.parquet,4718,3380869090,alligator
train_landmark_files/26734/3380871450.parquet,26734,3380871450,sad
train_landmark_files/25571/3380871797.parquet,25571,3380871797,cow
train_landmark_files/61333/338091623.parquet,61333,338091623,bug
train_landmark_files/36257/3381015036.parquet,36257,3381015036,see
train_landmark_files/55372/3381028019.parquet,55372,3381028019,for
train_landmark_files/32319/3381055223.parquet,32319,3381055223,morning
train_landmark_files/53618/3381055870.parquet,53618,3381055870,mouth
train_landmark_files/34503/338105964.parquet,34503,338105964,noisy
train_landmark_files/27610/3381138612.parquet,27610,3381138612,yesterday
train_landmark_files/32319/3381151053.parquet,32319,3381151053,bird
train_landmark_files/30680/3381177843.parquet,30680,3381177843,bee
train_landmark_files/55372/3381226133.parquet,55372,3381226133,there
train_landmark_files/29302/3381303475.parquet,29302,3381303475,helicopter
train_landmark_files/34503/3381394313.parquet,34503,3381394313,lamp
train_landmark_files/53618/3381484919.parquet,53618,3381484919,glasswindow
train_landmark_files/49445/3381594451.parquet,49445,3381594451,sick
train_landmark_files/22343/3381599243.parquet,22343,3381599243,brother
train_landmark_files/2044/3381657531.parquet,2044,3381657531,helicopter
train_landmark_files/62590/3381758711.parquet,62590,3381758711,closet
train_landmark_files/49445/3381777419.parquet,49445,3381777419,dryer
train_landmark_files/36257/3381808771.parquet,36257,3381808771,old
train_landmark_files/4718/3381938532.parquet,4718,3381938532,bye
train_landmark_files/62590/3381988592.parquet,62590,3381988592,read
train_landmark_files/61333/3381988901.parquet,61333,3381988901,bye
train_landmark_files/22343/3381994701.parquet,22343,3381994701,TV
train_landmark_files/18796/3382042261.parquet,18796,3382042261,bug
train_landmark_files/53618/338205061.parquet,53618,338205061,snack
train_landmark_files/34503/338207449.parquet,34503,338207449,TV
train_landmark_files/61333/3382093551.parquet,61333,3382093551,brother
train_landmark_files/49445/3382143734.parquet,49445,3382143734,go
train_landmark_files/36257/3382226749.parquet,36257,3382226749,closet
train_landmark_files/18796/3382354733.parquet,18796,3382354733,girl
train_landmark_files/2044/3382422780.parquet,2044,3382422780,carrot
train_landmark_files/30680/338248424.parquet,30680,338248424,sleep
train_landmark_files/53618/3382538638.parquet,53618,3382538638,yellow
train_landmark_files/37055/3382682574.parquet,37055,3382682574,food
train_landmark_files/26734/3382746172.parquet,26734,3382746172,puppy
train_landmark_files/16069/3382973251.parquet,16069,3382973251,fine
train_landmark_files/36257/3383034576.parquet,36257,3383034576,hello
train_landmark_files/53618/3383067519.parquet,53618,3383067519,tooth
train_landmark_files/53618/3383082488.parquet,53618,3383082488,owie
train_landmark_files/22343/3383101850.parquet,22343,3383101850,bedroom
train_landmark_files/32319/3383134852.parquet,32319,3383134852,horse
train_landmark_files/18796/3383160350.parquet,18796,3383160350,uncle
train_landmark_files/32319/3383161204.parquet,32319,3383161204,hen
train_landmark_files/25571/3383179338.parquet,25571,3383179338,fish
train_landmark_files/25571/3383238850.parquet,25571,3383238850,puzzle
train_landmark_files/29302/338326304.parquet,29302,338326304,many
train_landmark_files/25571/3383406630.parquet,25571,3383406630,hot
train_landmark_files/37779/3383459400.parquet,37779,3383459400,boy
train_landmark_files/25571/3383508181.parquet,25571,3383508181,finish
train_landmark_files/2044/3383515332.parquet,2044,3383515332,bird
train_landmark_files/29302/3383622403.parquet,29302,3383622403,after
train_landmark_files/16069/3383637897.parquet,16069,3383637897,listen
train_landmark_files/28656/3383651789.parquet,28656,3383651789,black
train_landmark_files/22343/3383749862.parquet,22343,3383749862,ride
train_landmark_files/27610/3383789360.parquet,27610,3383789360,same
train_landmark_files/27610/338391490.parquet,27610,338391490,bedroom
train_landmark_files/16069/3383948847.parquet,16069,3383948847,underwear
train_landmark_files/4718/3383955143.parquet,4718,3383955143,yes
train_landmark_files/18796/3383960249.parquet,18796,3383960249,not
train_landmark_files/37055/338396490.parquet,37055,338396490,toy
train_landmark_files/62590/3383972453.parquet,62590,3383972453,sleepy
train_landmark_files/28656/3383983917.parquet,28656,3383983917,hot
train_landmark_files/16069/3383986565.parquet,16069,3383986565,think
train_landmark_files/25571/3384027380.parquet,25571,3384027380,dance
train_landmark_files/18796/338411586.parquet,18796,338411586,food
train_landmark_files/37055/3384146742.parquet,37055,3384146742,first
train_landmark_files/30680/3384233733.parquet,30680,3384233733,grandma
train_landmark_files/22343/3384253672.parquet,22343,3384253672,read
train_landmark_files/37055/3384339210.parquet,37055,3384339210,brother
train_landmark_files/26734/3384339925.parquet,26734,3384339925,nap
